ts,agent_id,throttle,steer,brake
448,0,0.8999999761581421,-0.00017341219063382596,0.0
449,1,0.8999999761581421,-0.00364933954551816,0.0
450,0,0.8999999761581421,-0.010907850228250027,0.0
451,1,0.8999999761581421,-0.00655306875705719,0.0
452,0,0.8999999761581421,0.0029890253208577633,0.0
453,1,0.8999999761581421,0.006220601499080658,0.0
454,0,0.8999999761581421,0.0046144588850438595,0.0
455,1,0.8999999761581421,0.00543702719733119,0.0
456,0,0.8999999761581421,0.005038626026362181,0.0
457,1,0.8999999761581421,0.004227946512401104,0.0
458,0,0.8999999761581421,0.006280742585659027,0.0
459,1,0.8999999761581421,0.006249942351132631,0.0
460,0,0.8999999761581421,0.0034187219571322203,0.0
461,1,0.8999999761581421,0.0032919179648160934,0.0
462,0,0.8999999761581421,0.004697298631072044,0.0
463,1,0.8999999761581421,0.00534808449447155,0.0
464,0,0.8999999761581421,0.005127234384417534,0.0
465,1,0.8999999761581421,0.004057060461491346,0.0
466,0,0.8999999761581421,0.002614398719742894,0.0
467,1,0.8999999761581421,0.0024624767247587442,0.0
468,0,0.8999999761581421,0.002852175384759903,0.0
469,1,0.8999999761581421,0.002138886135071516,0.0
470,0,0.8999999761581421,0.001347494195215404,0.0
471,1,0.8999999761581421,0.0015891563380137086,0.0
472,0,0.8999999761581421,0.002020946005359292,0.0
473,1,0.8999999761581421,0.0019001285545527935,0.0
474,0,0.8999999761581421,-4.12581539421808e-06,0.0
475,1,0.8999999761581421,-9.355576185043901e-05,0.0
476,0,0.8999999761581421,-9.078862785827368e-05,0.0
477,1,0.8999999761581421,0.00042210877290926874,0.0
478,0,0.8999999761581421,0.0004584377456922084,0.0
479,1,0.8999999761581421,-0.00017601852596271783,0.0
480,0,0.8999999761581421,0.000535676721483469,0.0
481,1,0.8999999761581421,-0.0004713521630037576,0.0
482,0,0.8999999761581421,-0.00043682893738150597,0.0
483,1,0.8999999761581421,-0.00043751479825004935,0.0
484,0,0.8999999761581421,-0.0007141792448237538,0.0
485,1,0.8999999761581421,-0.00023332254204433411,0.0
486,0,0.8999999761581421,-0.0012245627585798502,0.0
487,1,0.8999999761581421,-0.0005058362148702145,0.0
488,0,0.8999999761581421,-0.0007179980748333037,0.0
489,1,0.8999999761581421,-0.000888956303242594,0.0
490,0,0.8999999761581421,-0.0010658259270712733,0.0
491,1,0.8999999761581421,-0.0017909815069288015,0.0
492,0,0.8999999761581421,-0.0011427486315369606,0.0
493,1,0.8999999761581421,-0.001913935411721468,0.0
494,0,0.8999999761581421,-0.0015056570991873741,0.0
495,1,0.8999999761581421,-0.0017974982038140297,0.0
496,0,0.8999999761581421,-0.0010391599498689175,0.0
497,1,0.8999999761581421,-0.0014032843755558133,0.0
498,0,0.8999999761581421,-0.0020929875317960978,0.0
499,1,0.8999999761581421,-0.0018257122719660401,0.0
500,0,0.8999999761581421,-0.002165843266993761,0.0
501,1,0.8999999761581421,-0.0020207345951348543,0.0
502,0,0.8999999761581421,-0.002343837171792984,0.0
503,1,0.8999999761581421,-0.0019105314277112484,0.0
504,0,0.8999999761581421,-0.0012799446703866124,0.0
505,1,0.8999999761581421,-0.002180129522457719,0.0
506,0,0.8999999761581421,-0.0017864251276478171,0.0
507,1,0.8999999761581421,-0.0029068549629300833,0.0
508,0,0.8999999761581421,-0.0023738404270261526,0.0
509,1,0.8999999761581421,-0.002635642886161804,0.0
510,0,0.8999999761581421,-0.002688509179279208,0.0
511,1,0.8999999761581421,-0.0021062511950731277,0.0
512,0,0.8999999761581421,-0.0020127519965171814,0.0
513,1,0.8999999761581421,-0.001807992928661406,0.0
514,0,0.8999999761581421,-0.0030089542269706726,0.0
515,1,0.8999999761581421,-0.002412606030702591,0.0
516,0,0.8999999761581421,-0.0025377825368195772,0.0
517,1,0.8999999761581421,-0.002855244092643261,0.0
518,0,0.8999999761581421,-0.0024069410283118486,0.0
519,1,0.8999999761581421,-0.0028789325151592493,0.0
520,0,0.8999999761581421,-0.0017880551749840379,0.0
521,1,0.8999999761581421,-0.0024970630183815956,0.0
522,0,0.8999999761581421,-0.0023855180479586124,0.0
523,1,0.8999999761581421,-0.0026111716870218515,0.0
524,0,0.8999999761581421,-0.0026403472293168306,0.0
525,1,0.8999999761581421,-0.002419070340692997,0.0
526,0,0.8999999761581421,-0.003591208253055811,0.0
527,1,0.8999999761581421,-0.0022069038823246956,0.0
528,0,0.8999999761581421,-0.002642087871208787,0.0
529,1,0.8999999761581421,-0.0021272040903568268,0.0
530,0,0.8999999761581421,-0.0018622410716488957,0.0
531,1,0.8999999761581421,-0.0028270864859223366,0.0
532,0,0.8999999761581421,-0.0020402742084115744,0.0
533,1,0.8999999761581421,-0.002544407732784748,0.0
534,0,0.8999999761581421,-0.0037010859232395887,0.0
535,1,0.8999999761581421,-0.0032097562216222286,0.0
